frame,latency_ms,jitter_ms,size_bytes,timestamp_unix
413,285.2387,5.8060,39643,1770974494.623
414,289.4459,4.2071,39691,1770974494.667
415,294.6091,5.1632,39646,1770974494.712
416,287.7314,6.8777,39643,1770974494.745
417,292.9747,5.2433,39675,1770974494.79
418,286.2327,6.7420,39635,1770974494.823
419,284.3633,1.8694,39587,1770974494.861
420,302.6073,18.2440,39687,1770974494.919
421,292.7873,9.8200,39715,1770974494.949
422,285.9521,6.8352,39630,1770974494.982
423,293.2036,7.2515,39663,1770974495.029
424,283.3784,9.8252,39663,1770974495.059
425,289.6166,6.2382,39695,1770974495.105
426,293.3695,3.7529,39551,1770974495.149
427,307.0745,13.7050,39547,1770974495.204
428,303.5383,3.5362,39639,1770974495.241
429,297.5283,6.0101,39637,1770974495.275
430,283.5429,13.9854,39639,1770974495.301
431,289.6051,6.0623,39586,1770974495.342
432,308.5821,18.9769,39526,1770974495.401
433,289.7375,18.8446,39547,1770974495.422
434,287.8835,1.8539,39599,1770974495.46
435,294.1256,6.2420,39555,1770974495.506
436,290.3504,3.7751,39547,1770974495.542
437,289.4902,0.8602,39546,1770974495.581
438,296.6766,7.1864,39559,1770974495.628
439,287.7874,8.8892,39475,1770974495.659
440,288.9094,1.1220,39595,1770974495.7
441,293.0889,4.1795,39490,1770974495.744
442,292.2399,0.8490,39471,1770974495.783
443,282.4287,9.8112,39623,1770974495.813
444,291.5723,9.1436,39671,1770974495.862
445,289.7682,1.8041,39541,1770974495.9
446,294.9204,5.1522,39607,1770974495.945
447,292.0163,2.9042,39522,1770974495.982
448,297.2248,5.2085,39531,1770974496.027
449,296.5066,0.7181,39551,1770974496.066
450,285.7449,10.7617,39603,1770974496.095
451,290.9236,5.1787,39483,1770974496.14
452,296.0374,5.1138,39455,1770974496.185
453,290.2369,5.8005,39579,1770974496.219
454,290.2694,0.0324,39547,1770974496.259
455,291.4340,1.1647,39534,1770974496.3
456,291.9567,0.5226,39507,1770974496.336
457,293.1328,1.1761,39579,1770974496.378
458,283.3385,9.7942,39567,1770974496.408
459,287.6134,4.2748,39519,1770974496.452
460,289.8667,2.2533,39559,1770974496.494
461,284.0703,5.7964,39578,1770974496.528
462,285.2671,1.1969,39514,1770974496.569
463,291.4765,6.2094,39591,1770974496.615
464,295.6529,4.1764,39602,1770974496.659
465,295.8419,0.1891,39514,1770974496.699
466,287.0524,8.7895,39563,1770974496.73
